SKU Code,Store_Code,Projected_Probability
SKU_0144,STORE_15,0.16
SKU_0144,STORE_08,0.112
SKU_0144,STORE_09,0.113
SKU_0144,STORE_16,0.195
SKU_0144,STORE_10,0.103
SKU_0144,STORE_11,0.132
SKU_0144,STORE_12,0.101
SKU_0144,STORE_13,0.074
SKU_0144,STORE_17,0.103
SKU_0144,STORE_14,0.135
SKU_0145,STORE_01,0.124
SKU_0145,STORE_02,0.045
SKU_0145,STORE_03,0.102
SKU_0145,STORE_04,0.078
SKU_0145,STORE_05,0.117
SKU_0145,STORE_06,0.151
SKU_0145,STORE_07,0.064
SKU_0145,STORE_15,0.124
SKU_0145,STORE_08,0.112
SKU_0145,STORE_09,0.097
SKU_0145,STORE_16,0.166
SKU_0145,STORE_10,0.088
SKU_0145,STORE_11,0.114
SKU_0145,STORE_12,0.097
SKU_0145,STORE_13,0.064
SKU_0145,STORE_17,0.088
SKU_0145,STORE_14,0.115
SKU_0146,STORE_01,0.109
SKU_0146,STORE_02,0.056
SKU_0146,STORE_03,0.091
SKU_0146,STORE_04,0.07
SKU_0146,STORE_05,0.104
SKU_0146,STORE_06,0.126
SKU_0146,STORE_07,0.051
SKU_0146,STORE_15,0.084
SKU_0146,STORE_08,0.09
SKU_0146,STORE_09,0.086
SKU_0146,STORE_16,0.148
SKU_0146,STORE_10,0.078
SKU_0146,STORE_11,0.095
SKU_0146,STORE_12,0.087
SKU_0146,STORE_13,0.056
SKU_0146,STORE_17,0.078
SKU_0146,STORE_14,0.102
SKU_0147,STORE_01,0.077
SKU_0147,STORE_02,0.046
SKU_0147,STORE_03,0.069
SKU_0147,STORE_04,0.059
SKU_0147,STORE_05,0.088
SKU_0147,STORE_06,0.096
SKU_0147,STORE_07,0.043
SKU_0147,STORE_15,0.063
SKU_0147,STORE_08,0.076
SKU_0147,STORE_09,0.061
SKU_0147,STORE_16,0.113
SKU_0147,STORE_10,0.059
SKU_0147,STORE_11,0.073
SKU_0147,STORE_12,0.073
SKU_0147,STORE_13,0.04
SKU_0147,STORE_17,0.06
SKU_0147,STORE_14,0.078
SKU_0148,STORE_01,0.058
SKU_0148,STORE_02,0.029
SKU_0148,STORE_03,0.046
SKU_0148,STORE_04,0.038
SKU_0148,STORE_05,0.057
SKU_0148,STORE_06,0.054
SKU_0148,STORE_07,0.024
SKU_0148,STORE_15,0.041
SKU_0148,STORE_08,0.042
SKU_0148,STORE_09,0.045
SKU_0148,STORE_16,0.075
SKU_0148,STORE_10,0.04
SKU_0148,STORE_11,0.041
SKU_0148,STORE_12,0.048
SKU_0148,STORE_13,0.03
SKU_0148,STORE_17,0.04
SKU_0148,STORE_14,0.052
SKU_0149,STORE_01,0.069
SKU_0149,STORE_02,0.027
SKU_0149,STORE_03,0.046
SKU_0149,STORE_04,0.038
SKU_0149,STORE_05,0.057
SKU_0149,STORE_06,0.065
SKU_0149,STORE_07,0.02
SKU_0149,STORE_15,0.059
SKU_0149,STORE_08,0.035
SKU_0149,STORE_09,0.054
SKU_0149,STORE_16,0.076
SKU_0149,STORE_10,0.04
SKU_0149,STORE_11,0.049
SKU_0149,STORE_12,0.047
SKU_0149,STORE_13,0.036
SKU_0149,STORE_17,0.04
SKU_0149,STORE_14,0.052
SKU_0150,STORE_01,0.138
SKU_0150,STORE_02,0.062
SKU_0150,STORE_03,0.108
SKU_0150,STORE_04,0.07
SKU_0150,STORE_05,0.105
SKU_0150,STORE_06,0.189
SKU_0150,STORE_07,0.054
SKU_0150,STORE_15,0.105
SKU_0150,STORE_08,0.096
SKU_0150,STORE_09,0.108
SKU_0150,STORE_16,0.176
SKU_0150,STORE_10,0.092
SKU_0150,STORE_11,0.143
SKU_0150,STORE_12,0.088
SKU_0150,STORE_13,0.071
SKU_0150,STORE_17,0.093
SKU_0150,STORE_14,0.121
SKU_0151,STORE_01,0.136
SKU_0151,STORE_02,0.079
SKU_0151,STORE_03,0.104
SKU_0151,STORE_04,0.077
SKU_0151,STORE_05,0.107
SKU_0151,STORE_06,0.13
SKU_0151,STORE_07,0.097
SKU_0151,STORE_15,0.161
SKU_0151,STORE_08,0.114
SKU_0151,STORE_09,0.147
SKU_0151,STORE_16,0.11
SKU_0151,STORE_10,0.106
SKU_0151,STORE_11,0.112
SKU_0151,STORE_12,0.084
SKU_0151,STORE_13,0.12
SKU_0151,STORE_17,0.092
SKU_0151,STORE_14,0.12
SKU_0152,STORE_01,0.117
SKU_0152,STORE_02,0.065
SKU_0152,STORE_03,0.088
SKU_0152,STORE_04,0.074
SKU_0152,STORE_05,0.103
SKU_0152,STORE_06,0.112
SKU_0152,STORE_07,0.097
SKU_0152,STORE_15,0.125
SKU_0152,STORE_08,0.114
SKU_0152,STORE_09,0.126
SKU_0152,STORE_16,0.094
SKU_0152,STORE_10,0.09
SKU_0152,STORE_11,0.097
SKU_0152,STORE_12,0.082
SKU_0152,STORE_13,0.103
SKU_0152,STORE_17,0.078
SKU_0152,STORE_14,0.103
SKU_0153,STORE_01,0.103
SKU_0153,STORE_02,0.081
SKU_0153,STORE_03,0.079
SKU_0153,STORE_04,0.066
SKU_0153,STORE_05,0.092
SKU_0153,STORE_06,0.093
SKU_0153,STORE_07,0.078
SKU_0153,STORE_15,0.085
SKU_0153,STORE_08,0.092
SKU_0153,STORE_09,0.111
SKU_0153,STORE_16,0.083
SKU_0153,STORE_10,0.08
SKU_0153,STORE_11,0.08
SKU_0153,STORE_12,0.073
SKU_0153,STORE_13,0.091
SKU_0153,STORE_17,0.07
SKU_0153,STORE_14,0.091
SKU_0154,STORE_01,0.073
SKU_0154,STORE_02,0.067
SKU_0154,STORE_03,0.06
SKU_0154,STORE_04,0.056
SKU_0154,STORE_05,0.078
SKU_0154,STORE_06,0.072
SKU_0154,STORE_07,0.066
SKU_0154,STORE_15,0.063
SKU_0154,STORE_08,0.078
SKU_0154,STORE_09,0.079
SKU_0154,STORE_16,0.063
SKU_0154,STORE_10,0.061
SKU_0154,STORE_11,0.062
SKU_0154,STORE_12,0.062
SKU_0154,STORE_13,0.064
SKU_0154,STORE_17,0.053
SKU_0154,STORE_14,0.069
SKU_0155,STORE_01,0.054
SKU_0155,STORE_02,0.043
SKU_0155,STORE_03,0.04
SKU_0155,STORE_04,0.036
SKU_0155,STORE_05,0.051
SKU_0155,STORE_06,0.04
SKU_0155,STORE_07,0.036
SKU_0155,STORE_15,0.042
SKU_0155,STORE_08,0.043
SKU_0155,STORE_09,0.058
SKU_0155,STORE_16,0.042
SKU_0155,STORE_10,0.041
SKU_0155,STORE_11,0.035
SKU_0155,STORE_12,0.04
SKU_0155,STORE_13,0.048
SKU_0155,STORE_17,0.035
SKU_0155,STORE_14,0.046
SKU_0156,STORE_01,0.065
SKU_0156,STORE_02,0.04
SKU_0156,STORE_03,0.04
SKU_0156,STORE_04,0.036
SKU_0156,STORE_05,0.05
SKU_0156,STORE_06,0.048
SKU_0156,STORE_07,0.03
SKU_0156,STORE_15,0.059
SKU_0156,STORE_08,0.036
SKU_0156,STORE_09,0.07
SKU_0156,STORE_16,0.043
SKU_0156,STORE_10,0.041
SKU_0156,STORE_11,0.041
SKU_0156,STORE_12,0.04
SKU_0156,STORE_13,0.057
SKU_0156,STORE_17,0.036
SKU_0156,STORE_14,0.047
SKU_0157,STORE_01,0.13
SKU_0157,STORE_02,0.091
SKU_0157,STORE_03,0.093
SKU_0157,STORE_04,0.067
SKU_0157,STORE_05,0.093
SKU_0157,STORE_06,0.141
SKU_0157,STORE_07,0.083
SKU_0157,STORE_15,0.106
SKU_0157,STORE_08,0.098
SKU_0157,STORE_09,0.14
SKU_0157,STORE_16,0.099
SKU_0157,STORE_10,0.095
SKU_0157,STORE_11,0.121
SKU_0157,STORE_12,0.073
SKU_0157,STORE_13,0.115
SKU_0157,STORE_17,0.083
SKU_0157,STORE_14,0.108
SKU_0158,STORE_01,0.172
SKU_0158,STORE_02,0.05
SKU_0158,STORE_04,0.084
SKU_0158,STORE_05,0.132
SKU_0158,STORE_06,0.168
SKU_0158,STORE_07,0.052
SKU_0158,STORE_15,0.171
SKU_0158,STORE_08,0.126
SKU_0158,STORE_09,0.11
SKU_0158,STORE_11,0.123
SKU_0158,STORE_12,0.107
SKU_0158,STORE_13,0.069
SKU_0158,STORE_17,0.097
SKU_0158,STORE_14,0.132
SKU_0159,STORE_01,0.148
SKU_0159,STORE_02,0.041
SKU_0159,STORE_04,0.081
SKU_0159,STORE_05,0.128
SKU_0159,STORE_06,0.145
SKU_0159,STORE_07,0.052
SKU_0159,STORE_15,0.132
SKU_0159,STORE_08,0.127
SKU_0159,STORE_09,0.095
SKU_0159,STORE_11,0.107
SKU_0159,STORE_12,0.103
SKU_0159,STORE_13,0.059
SKU_0159,STORE_17,0.083
SKU_0159,STORE_14,0.112
SKU_0160,STORE_01,0.131
SKU_0160,STORE_02,0.051
SKU_0160,STORE_04,0.072
SKU_0160,STORE_05,0.114
SKU_0160,STORE_06,0.121
SKU_0160,STORE_07,0.042
SKU_0160,STORE_15,0.09
SKU_0160,STORE_08,0.102
SKU_0160,STORE_09,0.084
SKU_0160,STORE_11,0.089
SKU_0160,STORE_12,0.092
SKU_0160,STORE_13,0.052
SKU_0160,STORE_17,0.074
SKU_0160,STORE_14,0.1
SKU_0161,STORE_01,0.092
SKU_0161,STORE_02,0.042
SKU_0161,STORE_04,0.061
SKU_0161,STORE_05,0.096
SKU_0161,STORE_06,0.093
SKU_0161,STORE_07,0.036
SKU_0161,STORE_15,0.067
SKU_0161,STORE_08,0.086
SKU_0161,STORE_09,0.059
SKU_0161,STORE_11,0.068
SKU_0161,STORE_12,0.078
SKU_0161,STORE_13,0.037
SKU_0161,STORE_17,0.056
SKU_0161,STORE_14,0.076
SKU_0162,STORE_01,0.069
SKU_0162,STORE_02,0.027
SKU_0162,STORE_04,0.04
SKU_0162,STORE_05,0.063
SKU_0162,STORE_06,0.052
SKU_0162,STORE_07,0.019
SKU_0162,STORE_15,0.044
SKU_0162,STORE_08,0.047
SKU_0162,STORE_09,0.044
SKU_0162,STORE_11,0.038
SKU_0162,STORE_12,0.051
SKU_0162,STORE_13,0.027
SKU_0162,STORE_17,0.037
SKU_0162,STORE_14,0.051
SKU_0163,STORE_01,0.082
SKU_0163,STORE_02,0.025
SKU_0163,STORE_04,0.039
SKU_0163,STORE_05,0.062
SKU_0163,STORE_06,0.062
SKU_0163,STORE_07,0.016
SKU_0163,STORE_15,0.063
SKU_0163,STORE_08,0.04
SKU_0163,STORE_09,0.053
SKU_0163,STORE_11,0.046
SKU_0163,STORE_12,0.05
SKU_0163,STORE_13,0.033
SKU_0163,STORE_17,0.038
SKU_0163,STORE_14,0.051
SKU_0164,STORE_01,0.164
SKU_0164,STORE_02,0.057
SKU_0164,STORE_04,0.073
SKU_0164,STORE_05,0.115
SKU_0164,STORE_06,0.182
SKU_0164,STORE_07,0.045
SKU_0164,STORE_15,0.113
SKU_0164,STORE_08,0.108
SKU_0164,STORE_09,0.105
SKU_0164,STORE_11,0.134
SKU_0164,STORE_12,0.093
SKU_0164,STORE_13,0.066
SKU_0164,STORE_17,0.087
SKU_0164,STORE_14,0.118
SKU_0165,STORE_01,0.138
SKU_0165,STORE_02,0.081
SKU_0165,STORE_04,0.072
SKU_0165,STORE_05,0.113
SKU_0165,STORE_06,0.158
SKU_0165,STORE_07,0.092
SKU_0165,STORE_08,0.1
SKU_0165,STORE_09,0.191
SKU_0165,STORE_11,0.106
SKU_0165,STORE_13,0.106
SKU_0165,STORE_14,0.137
SKU_0166,STORE_01,0.118
SKU_0166,STORE_02,0.067
SKU_0166,STORE_04,0.069
SKU_0166,STORE_05,0.109
SKU_0166,STORE_06,0.137
SKU_0166,STORE_07,0.092
SKU_0166,STORE_08,0.1
SKU_0166,STORE_09,0.164
SKU_0166,STORE_11,0.092
SKU_0166,STORE_13,0.091
SKU_0166,STORE_14,0.117
SKU_0167,STORE_01,0.105
SKU_0167,STORE_02,0.083
SKU_0167,STORE_04,0.062
SKU_0167,STORE_05,0.097
SKU_0167,STORE_06,0.114
SKU_0167,STORE_07,0.074
SKU_0167,STORE_08,0.08
SKU_0167,STORE_09,0.145
SKU_0167,STORE_11,0.077
SKU_0167,STORE_13,0.081
SKU_0167,STORE_14,0.104
SKU_0168,STORE_01,0.074
SKU_0168,STORE_02,0.069
SKU_0168,STORE_04,0.052
SKU_0168,STORE_05,0.082
SKU_0168,STORE_06,0.087
SKU_0168,STORE_07,0.063
SKU_0168,STORE_08,0.068
SKU_0168,STORE_09,0.103
SKU_0168,STORE_11,0.059
SKU_0168,STORE_13,0.057
SKU_0168,STORE_14,0.079
SKU_0169,STORE_01,0.055
SKU_0169,STORE_02,0.044
SKU_0169,STORE_04,0.034
SKU_0169,STORE_05,0.054
SKU_0169,STORE_06,0.049
SKU_0169,STORE_07,0.034
SKU_0169,STORE_08,0.037
SKU_0169,STORE_09,0.076
SKU_0169,STORE_11,0.033
SKU_0169,STORE_13,0.042
SKU_0169,STORE_14,0.053
SKU_0170,STORE_01,0.066
SKU_0170,STORE_02,0.041
SKU_0170,STORE_04,0.034
SKU_0170,STORE_05,0.053
SKU_0170,STORE_06,0.059
SKU_0170,STORE_07,0.029
SKU_0170,STORE_08,0.031
SKU_0170,STORE_09,0.091
SKU_0170,STORE_11,0.039
SKU_0170,STORE_13,0.051
SKU_0170,STORE_14,0.053
SKU_0171,STORE_01,0.132
SKU_0171,STORE_02,0.093
SKU_0171,STORE_04,0.062
SKU_0171,STORE_05,0.098
SKU_0171,STORE_06,0.172
SKU_0171,STORE_07,0.079
SKU_0171,STORE_08,0.085
SKU_0171,STORE_09,0.183
SKU_0171,STORE_11,0.116
SKU_0171,STORE_13,0.101
SKU_0171,STORE_14,0.123
SKU_0172,STORE_01,0.143
SKU_0172,STORE_02,0.075
SKU_0172,STORE_03,0.103
SKU_0172,STORE_04,0.092
SKU_0172,STORE_05,0.118
SKU_0172,STORE_06,0.174
SKU_0172,STORE_07,0.085
SKU_0172,STORE_15,0.186
SKU_0172,STORE_08,0.105
SKU_0172,STORE_09,0.212
SKU_0172,STORE_16,0.108
SKU_0172,STORE_10,0.105
SKU_0172,STORE_11,0.135
SKU_0172,STORE_12,0.092
SKU_0172,STORE_13,0.106
SKU_0172,STORE_17,0.111
SKU_0172,STORE_14,0.135
SKU_0173,STORE_01,0.123
SKU_0173,STORE_02,0.062
SKU_0173,STORE_03,0.088
SKU_0173,STORE_04,0.089
SKU_0173,STORE_05,0.114
SKU_0173,STORE_06,0.151
SKU_0173,STORE_07,0.085
SKU_0173,STORE_15,0.144
SKU_0173,STORE_08,0.105
SKU_0173,STORE_09,0.182
SKU_0173,STORE_16,0.092
SKU_0173,STORE_10,0.089
SKU_0173,STORE_11,0.118
SKU_0173,STORE_12,0.089
SKU_0173,STORE_13,0.091
SKU_0173,STORE_17,0.095
SKU_0173,STORE_14,0.115
SKU_0174,STORE_01,0.109
SKU_0174,STORE_02,0.077
SKU_0174,STORE_03,0.078
SKU_0174,STORE_04,0.079
SKU_0174,STORE_05,0.102
SKU_0174,STORE_06,0.125
SKU_0174,STORE_07,0.068
SKU_0174,STORE_15,0.098
SKU_0174,STORE_08,0.085
SKU_0174,STORE_09,0.161
SKU_0174,STORE_16,0.082
SKU_0174,STORE_10,0.079
SKU_0174,STORE_11,0.098
SKU_0174,STORE_12,0.079
SKU_0174,STORE_13,0.08
SKU_0174,STORE_17,0.084
SKU_0174,STORE_14,0.102
SKU_0175,STORE_01,0.077
SKU_0175,STORE_02,0.063
SKU_0175,STORE_03,0.059
SKU_0175,STORE_04,0.067
SKU_0175,STORE_05,0.086
SKU_0175,STORE_06,0.096
SKU_0175,STORE_07,0.058
SKU_0175,STORE_15,0.073
SKU_0175,STORE_08,0.072
SKU_0175,STORE_09,0.114
SKU_0175,STORE_16,0.063
SKU_0175,STORE_10,0.06
SKU_0175,STORE_11,0.075
SKU_0175,STORE_12,0.067
SKU_0175,STORE_13,0.057
SKU_0175,STORE_17,0.064
SKU_0175,STORE_14,0.078
SKU_0176,STORE_01,0.057
SKU_0176,STORE_02,0.041
SKU_0176,STORE_03,0.04
SKU_0176,STORE_04,0.043
SKU_0176,STORE_05,0.056
SKU_0176,STORE_06,0.054
SKU_0176,STORE_07,0.032
SKU_0176,STORE_15,0.048
SKU_0176,STORE_08,0.039
SKU_0176,STORE_09,0.084
SKU_0176,STORE_16,0.042
SKU_0176,STORE_10,0.04
SKU_0176,STORE_11,0.042
SKU_0176,STORE_12,0.044
SKU_0176,STORE_13,0.042
SKU_0176,STORE_17,0.043
SKU_0176,STORE_14,0.052
SKU_0177,STORE_01,0.068
SKU_0177,STORE_02,0.038
SKU_0177,STORE_03,0.04
SKU_0177,STORE_04,0.043
SKU_0177,STORE_05,0.056
SKU_0177,STORE_06,0.065
SKU_0177,STORE_07,0.027
SKU_0177,STORE_15,0.068
SKU_0177,STORE_08,0.033
SKU_0177,STORE_09,0.101
SKU_0177,STORE_16,0.042
SKU_0177,STORE_10,0.041
SKU_0177,STORE_11,0.05
SKU_0177,STORE_12,0.043
SKU_0177,STORE_13,0.051
SKU_0177,STORE_17,0.043
SKU_0177,STORE_14,0.053
SKU_0178,STORE_01,0.137
SKU_0178,STORE_02,0.086
SKU_0178,STORE_03,0.093
SKU_0178,STORE_04,0.08
SKU_0178,STORE_05,0.103
SKU_0178,STORE_06,0.189
SKU_0178,STORE_07,0.072
SKU_0178,STORE_15,0.122
SKU_0178,STORE_08,0.09
SKU_0178,STORE_09,0.202
SKU_0178,STORE_16,0.097
SKU_0178,STORE_10,0.094
SKU_0178,STORE_11,0.147
SKU_0178,STORE_12,0.08
SKU_0178,STORE_13,0.101
SKU_0178,STORE_17,0.1
SKU_0178,STORE_14,0.122
SKU_0179,STORE_01,0.062
SKU_0179,STORE_02,0.026
SKU_0179,STORE_05,0.045
SKU_0179,STORE_06,0.063
SKU_0179,STORE_07,0.025
SKU_0179,STORE_08,0.045
SKU_0179,STORE_09,0.074
SKU_0179,STORE_13,0.04
SKU_0179,STORE_14,0.052
SKU_0180,STORE_01,0.053
SKU_0180,STORE_02,0.022
SKU_0180,STORE_05,0.043
SKU_0180,STORE_06,0.055
SKU_0180,STORE_07,0.025
SKU_0180,STORE_08,0.045
SKU_0180,STORE_09,0.064
SKU_0180,STORE_13,0.034
SKU_0180,STORE_14,0.044
SKU_0181,STORE_01,0.047
SKU_0181,STORE_02,0.027
SKU_0181,STORE_05,0.038
SKU_0181,STORE_06,0.046
SKU_0181,STORE_07,0.02
SKU_0181,STORE_08,0.036
SKU_0181,STORE_09,0.056
SKU_0181,STORE_13,0.03
SKU_0181,STORE_14,0.039
SKU_0182,STORE_01,0.033
SKU_0182,STORE_02,0.022
SKU_0182,STORE_05,0.032
SKU_0182,STORE_06,0.035
SKU_0182,STORE_07,0.017
SKU_0182,STORE_08,0.031
SKU_0182,STORE_09,0.04
SKU_0182,STORE_13,0.022
SKU_0182,STORE_14,0.03
SKU_0183,STORE_01,0.025
SKU_0183,STORE_02,0.014
SKU_0183,STORE_05,0.021
SKU_0183,STORE_06,0.02
SKU_0183,STORE_07,0.009
SKU_0183,STORE_08,0.017
SKU_0183,STORE_09,0.03
SKU_0183,STORE_13,0.016
SKU_0183,STORE_14,0.02
SKU_0184,STORE_01,0.03
SKU_0184,STORE_02,0.013
SKU_0184,STORE_05,0.021
SKU_0184,STORE_06,0.024
SKU_0184,STORE_07,0.008
SKU_0184,STORE_08,0.014
SKU_0184,STORE_09,0.036
SKU_0184,STORE_13,0.019
SKU_0184,STORE_14,0.02
SKU_0185,STORE_01,0.059
SKU_0185,STORE_02,0.03
SKU_0185,STORE_05,0.039
SKU_0185,STORE_06,0.069
SKU_0185,STORE_07,0.022
SKU_0185,STORE_08,0.038
SKU_0185,STORE_09,0.071
SKU_0185,STORE_13,0.038
SKU_0185,STORE_14,0.047
SKU_0186,STORE_01,0.133
SKU_0186,STORE_02,0.084
SKU_0186,STORE_05,0.112
SKU_0186,STORE_06,0.149
SKU_0186,STORE_07,0.091
SKU_0186,STORE_08,0.1
SKU_0186,STORE_09,0.224
SKU_0186,STORE_13,0.113
SKU_0186,STORE_14,0.138
SKU_0187,STORE_01,0.115
SKU_0187,STORE_02,0.07
SKU_0187,STORE_05,0.108
SKU_0187,STORE_06,0.129
SKU_0187,STORE_07,0.092
SKU_0187,STORE_08,0.1
SKU_0187,STORE_09,0.193
SKU_0187,STORE_13,0.097
SKU_0187,STORE_14,0.118
SKU_0188,STORE_01,0.101
SKU_0188,STORE_02,0.086
SKU_0188,STORE_05,0.097
SKU_0188,STORE_06,0.107
SKU_0188,STORE_07,0.074
SKU_0188,STORE_08,0.08
SKU_0188,STORE_09,0.17
SKU_0188,STORE_13,0.086
SKU_0188,STORE_14,0.105
SKU_0189,STORE_01,0.072
SKU_0189,STORE_02,0.071
SKU_0189,STORE_05,0.082
SKU_0189,STORE_06,0.082
SKU_0189,STORE_07,0.062
SKU_0189,STORE_08,0.068
SKU_0189,STORE_09,0.12
SKU_0189,STORE_13,0.061
SKU_0189,STORE_14,0.08
SKU_0190,STORE_01,0.053
SKU_0190,STORE_02,0.045
SKU_0190,STORE_05,0.053
SKU_0190,STORE_06,0.046
SKU_0190,STORE_07,0.034
SKU_0190,STORE_08,0.037
SKU_0190,STORE_09,0.089
SKU_0190,STORE_13,0.045
SKU_0190,STORE_14,0.053
SKU_0191,STORE_01,0.064
SKU_0191,STORE_02,0.042
SKU_0191,STORE_05,0.053
SKU_0191,STORE_06,0.055
SKU_0191,STORE_07,0.029
SKU_0191,STORE_08,0.031
SKU_0191,STORE_09,0.107
SKU_0191,STORE_13,0.054
SKU_0191,STORE_14,0.054
SKU_0192,STORE_01,0.127
SKU_0192,STORE_02,0.097
SKU_0192,STORE_05,0.097
SKU_0192,STORE_06,0.162
SKU_0192,STORE_07,0.078
SKU_0192,STORE_08,0.085
SKU_0192,STORE_09,0.214
SKU_0192,STORE_13,0.108
SKU_0192,STORE_14,0.125
SKU_0193,STORE_01,0.155
SKU_0193,STORE_08,0.136
SKU_0193,STORE_09,0.235
SKU_0193,STORE_13,0.161
SKU_0193,STORE_14,0.167
SKU_0194,STORE_01,0.133
SKU_0194,STORE_08,0.136
SKU_0194,STORE_09,0.202
SKU_0194,STORE_13,0.138
SKU_0194,STORE_14,0.142
SKU_0195,STORE_01,0.117
SKU_0195,STORE_08,0.11
SKU_0195,STORE_09,0.179
SKU_0195,STORE_13,0.122
SKU_0195,STORE_14,0.126
SKU_0196,STORE_01,0.083
SKU_0196,STORE_08,0.093
SKU_0196,STORE_09,0.126
SKU_0196,STORE_13,0.086
SKU_0196,STORE_14,0.096
SKU_0197,STORE_01,0.062
SKU_0197,STORE_08,0.051
SKU_0197,STORE_09,0.094
SKU_0197,STORE_13,0.064
SKU_0197,STORE_14,0.064
SKU_0198,STORE_01,0.074
SKU_0198,STORE_08,0.043
SKU_0198,STORE_09,0.112
SKU_0198,STORE_13,0.077
SKU_0198,STORE_14,0.065
SKU_0199,STORE_01,0.148
SKU_0199,STORE_08,0.117
SKU_0199,STORE_09,0.225
SKU_0199,STORE_13,0.153
SKU_0199,STORE_14,0.15
SKU_0200,STORE_01,0.3
SKU_0200,STORE_02,0.161
SKU_0200,STORE_03,0.281
SKU_0200,STORE_04,0.179
SKU_0200,STORE_05,0.232
SKU_0200,STORE_06,0.288
SKU_0200,STORE_07,0.187
SKU_0200,STORE_15,0.37
SKU_0200,STORE_08,0.239
SKU_0200,STORE_09,0.423
SKU_0200,STORE_16,0.266
SKU_0200,STORE_10,0.299
SKU_0200,STORE_11,0.232
SKU_0200,STORE_12,0.24
SKU_0200,STORE_13,0.213
SKU_0200,STORE_17,0.266
SKU_0200,STORE_14,0.248
SKU_0201,STORE_01,0.258
SKU_0201,STORE_02,0.133
SKU_0201,STORE_03,0.24
SKU_0201,STORE_04,0.173
SKU_0201,STORE_05,0.224
SKU_0201,STORE_06,0.25
SKU_0201,STORE_07,0.188
SKU_0201,STORE_15,0.286
SKU_0201,STORE_08,0.24
SKU_0201,STORE_09,0.363
SKU_0201,STORE_16,0.227
SKU_0201,STORE_10,0.255
SKU_0201,STORE_11,0.201
SKU_0201,STORE_12,0.232
SKU_0201,STORE_13,0.183
SKU_0201,STORE_17,0.227
SKU_0201,STORE_14,0.212
SKU_0202,STORE_01,0.228
SKU_0202,STORE_02,0.165
SKU_0202,STORE_03,0.213
SKU_0202,STORE_04,0.154
SKU_0202,STORE_05,0.2
SKU_0202,STORE_06,0.208
SKU_0202,STORE_07,0.151
SKU_0202,STORE_15,0.194
SKU_0202,STORE_08,0.193
SKU_0202,STORE_09,0.321
SKU_0202,STORE_16,0.201
SKU_0202,STORE_10,0.226
SKU_0202,STORE_11,0.167
SKU_0202,STORE_12,0.207
SKU_0202,STORE_13,0.161
SKU_0202,STORE_17,0.201
SKU_0202,STORE_14,0.188
SKU_0203,STORE_01,0.161
SKU_0203,STORE_02,0.135
SKU_0203,STORE_03,0.162
SKU_0203,STORE_04,0.13
SKU_0203,STORE_05,0.169
SKU_0203,STORE_06,0.159
SKU_0203,STORE_07,0.128
SKU_0203,STORE_15,0.145
SKU_0203,STORE_08,0.164
SKU_0203,STORE_09,0.227
SKU_0203,STORE_16,0.153
SKU_0203,STORE_10,0.172
SKU_0203,STORE_11,0.128
SKU_0203,STORE_12,0.175
SKU_0203,STORE_13,0.114
SKU_0203,STORE_17,0.153
SKU_0203,STORE_14,0.143
SKU_0204,STORE_01,0.12
SKU_0204,STORE_02,0.087
SKU_0204,STORE_03,0.109
SKU_0204,STORE_04,0.085
SKU_0204,STORE_05,0.11
SKU_0204,STORE_06,0.09
SKU_0204,STORE_07,0.07
SKU_0204,STORE_15,0.095
SKU_0204,STORE_08,0.09
SKU_0204,STORE_09,0.169
SKU_0204,STORE_16,0.103
SKU_0204,STORE_10,0.115
SKU_0204,STORE_11,0.072
SKU_0204,STORE_12,0.114
SKU_0204,STORE_13,0.085
SKU_0204,STORE_17,0.103
SKU_0204,STORE_14,0.096
SKU_0205,STORE_01,0.144
SKU_0205,STORE_02,0.081
SKU_0205,STORE_03,0.109
SKU_0205,STORE_04,0.084
SKU_0205,STORE_05,0.109
SKU_0205,STORE_06,0.107
SKU_0205,STORE_07,0.059
SKU_0205,STORE_15,0.136
SKU_0205,STORE_08,0.075
SKU_0205,STORE_09,0.202
SKU_0205,STORE_16,0.103
SKU_0205,STORE_10,0.116
SKU_0205,STORE_11,0.086
SKU_0205,STORE_12,0.113
SKU_0205,STORE_13,0.102
SKU_0205,STORE_17,0.103
SKU_0205,STORE_14,0.096
SKU_0206,STORE_01,0.287
SKU_0206,STORE_02,0.184
SKU_0206,STORE_03,0.253
SKU_0206,STORE_04,0.156
SKU_0206,STORE_05,0.202
SKU_0206,STORE_06,0.314
SKU_0206,STORE_07,0.161
SKU_0206,STORE_15,0.243
SKU_0206,STORE_08,0.205
SKU_0206,STORE_09,0.404
SKU_0206,STORE_16,0.239
SKU_0206,STORE_10,0.269
SKU_0206,STORE_11,0.252
SKU_0206,STORE_12,0.209
SKU_0206,STORE_13,0.203
SKU_0206,STORE_17,0.239
SKU_0206,STORE_14,0.223
SKU_0207,STORE_01,0.207
SKU_0207,STORE_02,0.103
SKU_0207,STORE_04,0.148
SKU_0207,STORE_05,0.179
SKU_0207,STORE_06,0.207
SKU_0207,STORE_07,0.108
SKU_0207,STORE_15,0.244
SKU_0207,STORE_08,0.15
SKU_0207,STORE_09,0.256
SKU_0207,STORE_10,0.176
SKU_0207,STORE_11,0.187
SKU_0207,STORE_12,0.143
SKU_0207,STORE_13,0.141
SKU_0207,STORE_17,0.157
SKU_0207,STORE_14,0.191
SKU_0208,STORE_01,0.177
SKU_0208,STORE_02,0.085
