SKU Code,Store_Code,BSQ
SKU_0266,STORE_04,2
SKU_0266,STORE_05,2
SKU_0266,STORE_06,2
SKU_0266,STORE_07,2
SKU_0266,STORE_15,1
SKU_0266,STORE_08,1
SKU_0266,STORE_09,1
SKU_0266,STORE_10,1
SKU_0266,STORE_11,2
SKU_0266,STORE_12,2
SKU_0266,STORE_13,1
SKU_0266,STORE_17,2
SKU_0266,STORE_14,2
SKU_0267,STORE_01,1
SKU_0267,STORE_02,1
SKU_0267,STORE_04,2
SKU_0267,STORE_05,2
SKU_0267,STORE_06,2
SKU_0267,STORE_07,2
SKU_0267,STORE_15,2
SKU_0267,STORE_08,2
SKU_0267,STORE_09,1
SKU_0267,STORE_10,2
SKU_0267,STORE_11,1
SKU_0267,STORE_12,2
SKU_0267,STORE_13,2
SKU_0267,STORE_17,1
SKU_0267,STORE_14,1
SKU_0268,STORE_01,2
SKU_0268,STORE_02,1
SKU_0268,STORE_04,2
SKU_0268,STORE_05,1
SKU_0268,STORE_06,2
SKU_0268,STORE_07,2
SKU_0268,STORE_15,2
SKU_0268,STORE_08,2
SKU_0268,STORE_09,1
SKU_0268,STORE_10,2
SKU_0268,STORE_11,1
SKU_0268,STORE_12,1
SKU_0268,STORE_13,2
SKU_0268,STORE_17,1
SKU_0268,STORE_14,2
SKU_0269,STORE_01,1
SKU_0269,STORE_02,2
SKU_0269,STORE_04,1
SKU_0269,STORE_05,1
SKU_0269,STORE_06,2
SKU_0269,STORE_07,1
SKU_0269,STORE_15,2
SKU_0269,STORE_08,1
SKU_0269,STORE_09,1
SKU_0269,STORE_10,1
SKU_0269,STORE_11,2
SKU_0269,STORE_12,2
SKU_0269,STORE_13,1
SKU_0269,STORE_17,1
SKU_0269,STORE_14,1
SKU_0270,STORE_01,1
SKU_0270,STORE_02,1
SKU_0270,STORE_03,2
SKU_0270,STORE_04,2
SKU_0270,STORE_05,2
SKU_0270,STORE_06,1
SKU_0270,STORE_07,2
SKU_0270,STORE_15,2
SKU_0270,STORE_08,2
SKU_0270,STORE_09,2
SKU_0270,STORE_16,2
SKU_0270,STORE_10,1
SKU_0270,STORE_11,2
SKU_0270,STORE_12,1
SKU_0270,STORE_13,1
SKU_0270,STORE_17,1
SKU_0270,STORE_14,1
SKU_0271,STORE_01,2
SKU_0271,STORE_02,1
SKU_0271,STORE_03,2
SKU_0271,STORE_04,2
SKU_0271,STORE_05,2
SKU_0271,STORE_06,2
SKU_0271,STORE_07,1
SKU_0271,STORE_15,1
SKU_0271,STORE_08,1
SKU_0271,STORE_09,2
SKU_0271,STORE_16,1
SKU_0271,STORE_10,1
SKU_0271,STORE_11,1
SKU_0271,STORE_12,1
SKU_0271,STORE_13,2
SKU_0271,STORE_17,2
SKU_0271,STORE_14,1
SKU_0272,STORE_01,2
SKU_0272,STORE_02,2
SKU_0272,STORE_03,2
SKU_0272,STORE_04,2
SKU_0272,STORE_05,1
SKU_0272,STORE_06,1
SKU_0272,STORE_07,1
SKU_0272,STORE_15,2
SKU_0272,STORE_08,1
SKU_0272,STORE_09,1
SKU_0272,STORE_16,2
SKU_0272,STORE_10,2
SKU_0272,STORE_11,2
SKU_0272,STORE_12,2
SKU_0272,STORE_13,1
SKU_0272,STORE_17,1
SKU_0272,STORE_14,1
SKU_0273,STORE_01,2
SKU_0273,STORE_02,2
SKU_0273,STORE_03,2
SKU_0273,STORE_04,2
SKU_0273,STORE_05,2
SKU_0273,STORE_06,2
SKU_0273,STORE_07,2
SKU_0273,STORE_15,1
SKU_0273,STORE_08,2
SKU_0273,STORE_09,2
SKU_0273,STORE_16,2
SKU_0273,STORE_10,2
SKU_0273,STORE_11,1
SKU_0273,STORE_12,1
SKU_0273,STORE_13,2
SKU_0273,STORE_17,1
SKU_0273,STORE_14,1
SKU_0274,STORE_01,1
SKU_0274,STORE_02,1
SKU_0274,STORE_03,1
SKU_0274,STORE_04,2
SKU_0274,STORE_05,1
SKU_0274,STORE_06,1
SKU_0274,STORE_07,1
SKU_0274,STORE_15,2
SKU_0274,STORE_08,1
SKU_0274,STORE_09,1
SKU_0274,STORE_16,1
SKU_0274,STORE_10,2
SKU_0274,STORE_11,1
SKU_0274,STORE_12,1
SKU_0274,STORE_13,1
SKU_0274,STORE_17,1
SKU_0274,STORE_14,2
SKU_0275,STORE_01,1
SKU_0275,STORE_02,1
SKU_0275,STORE_03,1
SKU_0275,STORE_04,2
SKU_0275,STORE_05,1
SKU_0275,STORE_06,2
SKU_0275,STORE_07,1
SKU_0275,STORE_15,2
SKU_0275,STORE_08,1
SKU_0275,STORE_09,2
SKU_0275,STORE_16,2
SKU_0275,STORE_10,1
SKU_0275,STORE_11,1
SKU_0275,STORE_12,1
SKU_0275,STORE_13,1
SKU_0275,STORE_17,1
SKU_0275,STORE_14,2
SKU_0276,STORE_01,1
SKU_0276,STORE_02,2
SKU_0276,STORE_03,1
SKU_0276,STORE_04,2
SKU_0276,STORE_05,1
SKU_0276,STORE_06,1
SKU_0276,STORE_07,1
SKU_0276,STORE_15,2
SKU_0276,STORE_08,1
SKU_0276,STORE_09,1
SKU_0276,STORE_16,2
SKU_0276,STORE_10,1
SKU_0276,STORE_11,2
SKU_0276,STORE_12,2
SKU_0276,STORE_13,2
SKU_0276,STORE_17,1
SKU_0276,STORE_14,2
SKU_0277,STORE_01,1
SKU_0277,STORE_05,2
SKU_0277,STORE_06,2
SKU_0277,STORE_08,1
SKU_0277,STORE_09,2
SKU_0277,STORE_13,2
SKU_0277,STORE_14,1
SKU_0278,STORE_01,1
SKU_0278,STORE_05,1
SKU_0278,STORE_06,2
SKU_0278,STORE_08,1
SKU_0278,STORE_09,1
SKU_0278,STORE_13,2
SKU_0278,STORE_14,1
SKU_0279,STORE_01,2
SKU_0279,STORE_05,2
SKU_0279,STORE_06,1
SKU_0279,STORE_08,1
SKU_0279,STORE_09,2
SKU_0279,STORE_13,1
SKU_0279,STORE_14,1
SKU_0280,STORE_01,2
SKU_0280,STORE_05,1
SKU_0280,STORE_06,2
SKU_0280,STORE_08,2
SKU_0280,STORE_09,1
SKU_0280,STORE_13,2
SKU_0280,STORE_14,2
SKU_0281,STORE_01,2
SKU_0281,STORE_05,2
SKU_0281,STORE_06,2
SKU_0281,STORE_08,2
SKU_0281,STORE_09,1
SKU_0281,STORE_13,1
SKU_0281,STORE_14,2
SKU_0282,STORE_01,1
SKU_0282,STORE_05,2
SKU_0282,STORE_06,2
SKU_0282,STORE_08,1
SKU_0282,STORE_09,2
SKU_0282,STORE_13,1
SKU_0282,STORE_14,2
SKU_0283,STORE_01,1
SKU_0283,STORE_05,1
SKU_0283,STORE_06,1
SKU_0283,STORE_08,1
SKU_0283,STORE_09,1
SKU_0283,STORE_13,2
SKU_0283,STORE_14,1
SKU_0284,STORE_01,2
SKU_0284,STORE_02,1
SKU_0284,STORE_04,2
SKU_0284,STORE_05,2
SKU_0284,STORE_06,2
SKU_0284,STORE_07,2
SKU_0284,STORE_15,1
SKU_0284,STORE_08,2
SKU_0284,STORE_09,2
SKU_0284,STORE_11,2
SKU_0284,STORE_12,1
SKU_0284,STORE_13,2
SKU_0284,STORE_17,1
SKU_0284,STORE_14,1
SKU_0285,STORE_01,1
SKU_0285,STORE_02,1
SKU_0285,STORE_04,2
SKU_0285,STORE_05,1
SKU_0285,STORE_06,2
SKU_0285,STORE_07,2
SKU_0285,STORE_15,1
SKU_0285,STORE_08,2
SKU_0285,STORE_09,2
SKU_0285,STORE_11,1
SKU_0285,STORE_12,1
SKU_0285,STORE_13,1
SKU_0285,STORE_17,1
SKU_0285,STORE_14,2
SKU_0286,STORE_01,2
SKU_0286,STORE_02,2
SKU_0286,STORE_04,2
SKU_0286,STORE_05,1
SKU_0286,STORE_06,1
SKU_0286,STORE_07,2
SKU_0286,STORE_15,2
SKU_0286,STORE_08,2
SKU_0286,STORE_09,1
SKU_0286,STORE_11,1
SKU_0286,STORE_12,2
SKU_0286,STORE_13,2
SKU_0286,STORE_17,2
SKU_0286,STORE_14,2
SKU_0287,STORE_01,2
SKU_0287,STORE_02,1
SKU_0287,STORE_04,1
SKU_0287,STORE_05,2
SKU_0287,STORE_06,2
SKU_0287,STORE_07,2
SKU_0287,STORE_15,2
SKU_0287,STORE_08,1
SKU_0287,STORE_09,1
SKU_0287,STORE_11,1
SKU_0287,STORE_12,1
SKU_0287,STORE_13,1
SKU_0287,STORE_17,1
SKU_0287,STORE_14,2
SKU_0288,STORE_01,1
SKU_0288,STORE_02,2
SKU_0288,STORE_04,2
SKU_0288,STORE_05,1
SKU_0288,STORE_06,1
SKU_0288,STORE_07,2
SKU_0288,STORE_15,2
SKU_0288,STORE_08,1
SKU_0288,STORE_09,1
SKU_0288,STORE_11,1
SKU_0288,STORE_12,1
SKU_0288,STORE_13,2
SKU_0288,STORE_17,1
SKU_0288,STORE_14,2
SKU_0289,STORE_01,1
SKU_0289,STORE_02,1
SKU_0289,STORE_04,1
SKU_0289,STORE_05,2
SKU_0289,STORE_06,1
SKU_0289,STORE_07,1
SKU_0289,STORE_15,1
SKU_0289,STORE_08,2
SKU_0289,STORE_09,2
SKU_0289,STORE_11,1
SKU_0289,STORE_12,1
SKU_0289,STORE_13,1
SKU_0289,STORE_17,1
SKU_0289,STORE_14,1
SKU_0290,STORE_01,1
SKU_0290,STORE_02,2
SKU_0290,STORE_04,2
SKU_0290,STORE_05,1
SKU_0290,STORE_06,2
SKU_0290,STORE_07,1
SKU_0290,STORE_15,1
SKU_0290,STORE_08,2
SKU_0290,STORE_09,1
SKU_0290,STORE_11,2
SKU_0290,STORE_12,1
SKU_0290,STORE_13,2
SKU_0290,STORE_17,1
SKU_0290,STORE_14,1
SKU_0291,STORE_01,2
SKU_0291,STORE_05,1
SKU_0291,STORE_06,1
SKU_0291,STORE_07,1
SKU_0291,STORE_08,1
SKU_0291,STORE_09,1
SKU_0291,STORE_13,2
SKU_0292,STORE_01,1
SKU_0292,STORE_05,1
SKU_0292,STORE_06,2
SKU_0292,STORE_07,2
SKU_0292,STORE_08,2
SKU_0292,STORE_09,1
SKU_0292,STORE_13,1
SKU_0293,STORE_01,1
SKU_0293,STORE_05,1
SKU_0293,STORE_06,1
SKU_0293,STORE_07,1
SKU_0293,STORE_08,1
SKU_0293,STORE_09,2
SKU_0293,STORE_13,2
SKU_0294,STORE_01,1
SKU_0294,STORE_05,1
SKU_0294,STORE_06,1
SKU_0294,STORE_07,2
SKU_0294,STORE_08,2
SKU_0294,STORE_09,1
SKU_0294,STORE_13,1
SKU_0295,STORE_01,2
SKU_0295,STORE_05,1
SKU_0295,STORE_06,2
SKU_0295,STORE_07,1
SKU_0295,STORE_08,1
SKU_0295,STORE_09,2
SKU_0295,STORE_13,2
SKU_0296,STORE_01,2
SKU_0296,STORE_05,1
SKU_0296,STORE_06,1
SKU_0296,STORE_07,1
SKU_0296,STORE_08,2
SKU_0296,STORE_09,2
SKU_0296,STORE_13,1
SKU_0297,STORE_01,1
SKU_0297,STORE_05,2
SKU_0297,STORE_06,1
SKU_0297,STORE_07,1
SKU_0297,STORE_08,1
SKU_0297,STORE_09,2
SKU_0297,STORE_13,1
SKU_0298,STORE_01,1
SKU_0298,STORE_02,1
SKU_0298,STORE_04,2
SKU_0298,STORE_05,1
SKU_0298,STORE_06,2
SKU_0298,STORE_07,2
SKU_0298,STORE_08,1
SKU_0298,STORE_09,4
SKU_0298,STORE_11,2
SKU_0298,STORE_12,2
SKU_0298,STORE_13,1
SKU_0298,STORE_14,1
SKU_0299,STORE_01,2
SKU_0299,STORE_02,2
SKU_0299,STORE_04,2
SKU_0299,STORE_05,2
SKU_0299,STORE_06,1
SKU_0299,STORE_07,1
SKU_0299,STORE_08,1
SKU_0299,STORE_09,1
SKU_0299,STORE_11,1
SKU_0299,STORE_12,2
SKU_0299,STORE_13,2
SKU_0299,STORE_14,2
SKU_0300,STORE_01,2
SKU_0300,STORE_02,2
SKU_0300,STORE_04,1
SKU_0300,STORE_05,2
SKU_0300,STORE_06,1
SKU_0300,STORE_07,1
SKU_0300,STORE_08,1
SKU_0300,STORE_09,2
SKU_0300,STORE_11,2
SKU_0300,STORE_12,1
SKU_0300,STORE_13,2
SKU_0300,STORE_14,2
SKU_0301,STORE_01,1
SKU_0301,STORE_02,1
SKU_0301,STORE_04,2
SKU_0301,STORE_05,1
SKU_0301,STORE_06,2
SKU_0301,STORE_07,2
SKU_0301,STORE_08,2
SKU_0301,STORE_09,2
SKU_0301,STORE_11,2
SKU_0301,STORE_12,2
SKU_0301,STORE_13,2
SKU_0301,STORE_14,1
SKU_0302,STORE_01,2
SKU_0302,STORE_02,1
SKU_0302,STORE_04,2
SKU_0302,STORE_05,2
SKU_0302,STORE_06,1
SKU_0302,STORE_07,1
SKU_0302,STORE_08,1
SKU_0302,STORE_09,2
SKU_0302,STORE_11,1
SKU_0302,STORE_12,2
SKU_0302,STORE_13,2
SKU_0302,STORE_14,1
SKU_0303,STORE_01,1
SKU_0303,STORE_02,2
SKU_0303,STORE_04,1
SKU_0303,STORE_05,1
SKU_0303,STORE_06,2
SKU_0303,STORE_07,2
SKU_0303,STORE_08,1
SKU_0303,STORE_09,2
SKU_0303,STORE_11,2
SKU_0303,STORE_12,2
SKU_0303,STORE_13,1
SKU_0303,STORE_14,1
SKU_0304,STORE_01,2
SKU_0304,STORE_02,2
SKU_0304,STORE_04,2
SKU_0304,STORE_05,2
SKU_0304,STORE_06,1
SKU_0304,STORE_07,1
SKU_0304,STORE_08,2
SKU_0304,STORE_09,3
SKU_0304,STORE_11,2
SKU_0304,STORE_12,2
SKU_0304,STORE_13,1
SKU_0304,STORE_14,2
SKU_0305,STORE_01,2
SKU_0305,STORE_02,2
SKU_0305,STORE_04,1
SKU_0305,STORE_05,1
SKU_0305,STORE_06,2
SKU_0305,STORE_07,2
SKU_0305,STORE_15,1
SKU_0305,STORE_08,2
SKU_0305,STORE_09,1
SKU_0305,STORE_11,2
SKU_0305,STORE_12,2
SKU_0305,STORE_13,1
SKU_0305,STORE_17,1
SKU_0305,STORE_14,1
SKU_0306,STORE_01,2
SKU_0306,STORE_02,1
SKU_0306,STORE_04,1
SKU_0306,STORE_05,2
SKU_0306,STORE_06,2
SKU_0306,STORE_07,1
SKU_0306,STORE_15,1
SKU_0306,STORE_08,1
SKU_0306,STORE_09,1
SKU_0306,STORE_11,1
SKU_0306,STORE_12,1
SKU_0306,STORE_13,2
SKU_0306,STORE_17,1
SKU_0306,STORE_14,2
SKU_0307,STORE_01,1
SKU_0307,STORE_02,1
SKU_0307,STORE_04,1
SKU_0307,STORE_05,2
SKU_0307,STORE_06,1
SKU_0307,STORE_07,2
SKU_0307,STORE_15,2
SKU_0307,STORE_08,1
SKU_0307,STORE_09,1
SKU_0307,STORE_11,2
SKU_0307,STORE_12,2
SKU_0307,STORE_13,2
SKU_0307,STORE_17,2
SKU_0307,STORE_14,1
SKU_0308,STORE_01,2
SKU_0308,STORE_02,2
SKU_0308,STORE_04,2
SKU_0308,STORE_05,1
SKU_0308,STORE_06,1
SKU_0308,STORE_07,2
SKU_0308,STORE_15,1
SKU_0308,STORE_08,1
SKU_0308,STORE_09,1
SKU_0308,STORE_11,2
SKU_0308,STORE_12,2
SKU_0308,STORE_13,2
SKU_0308,STORE_17,2
SKU_0308,STORE_14,2
SKU_0309,STORE_01,1
SKU_0309,STORE_02,2
SKU_0309,STORE_04,1
SKU_0309,STORE_05,2
SKU_0309,STORE_06,2
SKU_0309,STORE_07,1
SKU_0309,STORE_15,1
SKU_0309,STORE_08,2
SKU_0309,STORE_09,2
SKU_0309,STORE_11,1
SKU_0309,STORE_12,1
SKU_0309,STORE_13,2
SKU_0309,STORE_17,2
SKU_0309,STORE_14,1
SKU_0310,STORE_01,2
SKU_0310,STORE_02,1
SKU_0310,STORE_04,1
SKU_0310,STORE_05,1
SKU_0310,STORE_06,2
SKU_0310,STORE_07,1
SKU_0310,STORE_15,2
SKU_0310,STORE_08,1
SKU_0310,STORE_09,2
SKU_0310,STORE_11,1
SKU_0310,STORE_12,2
SKU_0310,STORE_13,2
SKU_0310,STORE_17,2
SKU_0310,STORE_14,2
SKU_0311,STORE_01,1
SKU_0311,STORE_02,2
SKU_0311,STORE_04,1
SKU_0311,STORE_05,2
SKU_0311,STORE_06,2
SKU_0311,STORE_07,2
SKU_0311,STORE_15,2
SKU_0311,STORE_08,2
SKU_0311,STORE_09,2
SKU_0311,STORE_11,1
SKU_0311,STORE_12,1
SKU_0311,STORE_13,1
SKU_0311,STORE_17,1
SKU_0311,STORE_14,1
SKU_0312,STORE_01,2
SKU_0312,STORE_02,2
SKU_0312,STORE_04,2
SKU_0312,STORE_05,2
SKU_0312,STORE_06,3
SKU_0312,STORE_07,2
SKU_0312,STORE_08,2
SKU_0312,STORE_09,2
SKU_0312,STORE_11,2
SKU_0312,STORE_12,2
SKU_0312,STORE_13,2
SKU_0312,STORE_17,1
SKU_0312,STORE_14,1
SKU_0313,STORE_01,2
SKU_0313,STORE_02,1
SKU_0313,STORE_04,2
SKU_0313,STORE_05,2
SKU_0313,STORE_06,1
SKU_0313,STORE_07,2
SKU_0313,STORE_08,2
SKU_0313,STORE_09,2
SKU_0313,STORE_11,1
SKU_0313,STORE_12,2
SKU_0313,STORE_13,1
SKU_0313,STORE_17,2
SKU_0313,STORE_14,1
SKU_0314,STORE_01,1
SKU_0314,STORE_02,1
SKU_0314,STORE_04,1
SKU_0314,STORE_05,2
SKU_0314,STORE_06,2
SKU_0314,STORE_07,1
SKU_0314,STORE_08,2
SKU_0314,STORE_09,2
SKU_0314,STORE_11,2
SKU_0314,STORE_12,1
SKU_0314,STORE_13,2
SKU_0314,STORE_17,1
SKU_0314,STORE_14,1
SKU_0315,STORE_01,2
SKU_0315,STORE_02,2
SKU_0315,STORE_04,2
SKU_0315,STORE_05,1
SKU_0315,STORE_06,2
SKU_0315,STORE_07,1
SKU_0315,STORE_08,2
SKU_0315,STORE_09,1
SKU_0315,STORE_11,2
SKU_0315,STORE_12,2
SKU_0315,STORE_13,1
SKU_0315,STORE_17,1
SKU_0315,STORE_14,2
SKU_0316,STORE_01,1
SKU_0316,STORE_02,2
SKU_0316,STORE_04,2
SKU_0316,STORE_05,1
SKU_0316,STORE_06,2
SKU_0316,STORE_07,1
SKU_0316,STORE_08,2
SKU_0316,STORE_09,2
SKU_0316,STORE_11,1
SKU_0316,STORE_12,1
SKU_0316,STORE_13,2
SKU_0316,STORE_17,2
SKU_0316,STORE_14,1
SKU_0317,STORE_01,2
SKU_0317,STORE_02,1
SKU_0317,STORE_04,2
SKU_0317,STORE_05,1
SKU_0317,STORE_06,2
SKU_0317,STORE_07,1
SKU_0317,STORE_08,1
SKU_0317,STORE_09,1
SKU_0317,STORE_11,1
SKU_0317,STORE_12,2
SKU_0317,STORE_13,1
SKU_0317,STORE_17,2
SKU_0317,STORE_14,2
SKU_0318,STORE_01,2
SKU_0318,STORE_02,1
SKU_0318,STORE_04,1
SKU_0318,STORE_05,2
SKU_0318,STORE_06,4
SKU_0318,STORE_07,2
SKU_0318,STORE_08,2
SKU_0318,STORE_09,1
SKU_0318,STORE_11,2
SKU_0318,STORE_12,2
SKU_0318,STORE_13,2
SKU_0318,STORE_17,1
SKU_0318,STORE_14,2
SKU_0319,STORE_01,1
SKU_0319,STORE_02,1
SKU_0319,STORE_03,1
SKU_0319,STORE_04,2
SKU_0319,STORE_05,2
SKU_0319,STORE_06,1
SKU_0319,STORE_07,1
SKU_0319,STORE_15,1
SKU_0319,STORE_08,2
SKU_0319,STORE_09,2
SKU_0319,STORE_16,1
SKU_0319,STORE_10,1
SKU_0319,STORE_11,1
SKU_0319,STORE_12,2
SKU_0319,STORE_13,2
SKU_0319,STORE_17,1
SKU_0319,STORE_14,1
SKU_0320,STORE_01,1
SKU_0320,STORE_02,2
SKU_0320,STORE_03,1
SKU_0320,STORE_04,1
SKU_0320,STORE_05,1
SKU_0320,STORE_06,2
SKU_0320,STORE_07,2
SKU_0320,STORE_15,2
SKU_0320,STORE_08,2
SKU_0320,STORE_09,2
SKU_0320,STORE_16,2
SKU_0320,STORE_10,2
SKU_0320,STORE_11,2
SKU_0320,STORE_12,1
SKU_0320,STORE_13,1
SKU_0320,STORE_17,1
SKU_0320,STORE_14,1
SKU_0321,STORE_01,1
SKU_0321,STORE_02,2
SKU_0321,STORE_03,1
SKU_0321,STORE_04,1
SKU_0321,STORE_05,2
SKU_0321,STORE_06,1
SKU_0321,STORE_07,1
SKU_0321,STORE_15,2
SKU_0321,STORE_08,2
SKU_0321,STORE_09,1
SKU_0321,STORE_16,1
SKU_0321,STORE_10,2
SKU_0321,STORE_11,1
SKU_0321,STORE_12,2
SKU_0321,STORE_13,2
SKU_0321,STORE_17,2
SKU_0321,STORE_14,1
SKU_0322,STORE_01,2
SKU_0322,STORE_02,2
SKU_0322,STORE_03,2
SKU_0322,STORE_04,2
SKU_0322,STORE_05,1
SKU_0322,STORE_06,1
SKU_0322,STORE_07,1
SKU_0322,STORE_15,2
SKU_0322,STORE_08,1
SKU_0322,STORE_09,2
SKU_0322,STORE_16,1
SKU_0322,STORE_10,2
SKU_0322,STORE_11,2
SKU_0322,STORE_12,2
SKU_0322,STORE_13,2
SKU_0322,STORE_17,1
SKU_0322,STORE_14,1
SKU_0323,STORE_01,1
SKU_0323,STORE_02,2
SKU_0323,STORE_03,2
SKU_0323,STORE_04,1
SKU_0323,STORE_05,2
SKU_0323,STORE_06,2
SKU_0323,STORE_07,1
SKU_0323,STORE_15,2
SKU_0323,STORE_08,1
SKU_0323,STORE_09,2
SKU_0323,STORE_16,1
SKU_0323,STORE_10,1
SKU_0323,STORE_11,2
SKU_0323,STORE_12,2
SKU_0323,STORE_13,1
SKU_0323,STORE_17,1
SKU_0323,STORE_14,1
SKU_0324,STORE_01,2
SKU_0324,STORE_02,1
SKU_0324,STORE_03,2
SKU_0324,STORE_04,2
SKU_0324,STORE_05,1
SKU_0324,STORE_06,1
SKU_0324,STORE_07,2
SKU_0324,STORE_15,1
SKU_0324,STORE_08,2
SKU_0324,STORE_09,2
SKU_0324,STORE_16,1
SKU_0324,STORE_10,2
SKU_0324,STORE_11,2
SKU_0324,STORE_12,2
SKU_0324,STORE_13,2
SKU_0324,STORE_17,1
SKU_0324,STORE_14,1
SKU_0325,STORE_01,2
SKU_0325,STORE_02,1
SKU_0325,STORE_03,2
SKU_0325,STORE_04,1
SKU_0325,STORE_05,1
SKU_0325,STORE_06,1
SKU_0325,STORE_07,1
SKU_0325,STORE_15,1
SKU_0325,STORE_08,1
SKU_0325,STORE_09,2
SKU_0325,STORE_16,1
SKU_0325,STORE_10,2
SKU_0325,STORE_11,1
SKU_0325,STORE_12,1
SKU_0325,STORE_13,1
SKU_0325,STORE_17,1
SKU_0325,STORE_14,1
SKU_0326,STORE_01,3
SKU_0326,STORE_02,2
SKU_0326,STORE_04,4
SKU_0326,STORE_05,4
SKU_0326,STORE_06,4
SKU_0326,STORE_07,2
SKU_0326,STORE_08,4
SKU_0326,STORE_09,4
SKU_0326,STORE_11,3
SKU_0326,STORE_13,3
SKU_0326,STORE_14,4
SKU_0327,STORE_01,3
SKU_0327,STORE_02,1
SKU_0327,STORE_04,1
SKU_0327,STORE_05,4
SKU_0327,STORE_06,4
SKU_0327,STORE_07,2
SKU_0327,STORE_08,3
SKU_0327,STORE_09,3
SKU_0327,STORE_11,4
SKU_0327,STORE_13,1
SKU_0327,STORE_14,3
SKU_0328,STORE_01,2
SKU_0328,STORE_02,2
SKU_0328,STORE_04,2
SKU_0328,STORE_05,4
SKU_0328,STORE_06,3
SKU_0328,STORE_07,1
SKU_0328,STORE_08,3
SKU_0328,STORE_09,4
SKU_0328,STORE_11,4
SKU_0328,STORE_13,1
SKU_0328,STORE_14,2
SKU_0329,STORE_01,1
SKU_0329,STORE_02,1
SKU_0329,STORE_04,2
SKU_0329,STORE_05,1
SKU_0329,STORE_06,3
SKU_0329,STORE_07,1
SKU_0329,STORE_08,1
SKU_0329,STORE_09,2
SKU_0329,STORE_11,1
SKU_0329,STORE_13,1
SKU_0329,STORE_14,2
SKU_0330,STORE_01,1
SKU_0330,STORE_02,2
SKU_0330,STORE_04,1
SKU_0330,STORE_05,1
SKU_0330,STORE_06,2
SKU_0330,STORE_07,1
SKU_0330,STORE_08,2
SKU_0330,STORE_09,1
SKU_0330,STORE_11,2
SKU_0330,STORE_13,1
SKU_0330,STORE_14,2
SKU_0331,STORE_01,1
SKU_0331,STORE_02,1
SKU_0331,STORE_04,1
SKU_0331,STORE_05,2
SKU_0331,STORE_06,1
SKU_0331,STORE_07,2
SKU_0331,STORE_08,2
SKU_0331,STORE_09,2
SKU_0331,STORE_11,1
SKU_0331,STORE_13,2
SKU_0331,STORE_14,2
SKU_0332,STORE_01,4
SKU_0332,STORE_02,1
SKU_0332,STORE_04,1
SKU_0332,STORE_05,3
SKU_0332,STORE_06,3
SKU_0332,STORE_07,2
SKU_0332,STORE_08,4
SKU_0332,STORE_09,3
SKU_0332,STORE_11,1
SKU_0332,STORE_13,3
SKU_0332,STORE_14,1
SKU_0333,STORE_01,3
SKU_0333,STORE_05,4
SKU_0333,STORE_06,4
SKU_0333,STORE_08,4
SKU_0333,STORE_09,3
SKU_0333,STORE_13,4
SKU_0333,STORE_14,4
SKU_0334,STORE_01,3
SKU_0334,STORE_05,3
SKU_0334,STORE_06,3
SKU_0334,STORE_08,3
SKU_0334,STORE_09,3
SKU_0334,STORE_13,3
SKU_0334,STORE_14,3
SKU_0335,STORE_01,4
SKU_0335,STORE_05,4
SKU_0335,STORE_06,4
SKU_0335,STORE_08,3
SKU_0335,STORE_09,4
SKU_0335,STORE_13,3
SKU_0335,STORE_14,3
SKU_0336,STORE_01,4
SKU_0336,STORE_05,3
SKU_0336,STORE_06,4
SKU_0336,STORE_08,4
SKU_0336,STORE_09,3
SKU_0336,STORE_13,3
SKU_0336,STORE_14,3
SKU_0337,STORE_01,3
SKU_0337,STORE_05,1
SKU_0337,STORE_06,2
SKU_0337,STORE_08,1
SKU_0337,STORE_09,3
SKU_0337,STORE_13,1
SKU_0337,STORE_14,2
SKU_0338,STORE_01,2
SKU_0338,STORE_05,1
SKU_0338,STORE_06,1
SKU_0338,STORE_08,2
SKU_0338,STORE_09,4
SKU_0338,STORE_13,2
SKU_0338,STORE_14,1
SKU_0339,STORE_01,4
SKU_0339,STORE_05,4
SKU_0339,STORE_06,3
SKU_0339,STORE_08,4
SKU_0339,STORE_09,3
SKU_0339,STORE_13,3
SKU_0339,STORE_14,4
SKU_0340,STORE_02,2
SKU_0340,STORE_07,2
SKU_0340,STORE_13,1
SKU_0341,STORE_02,2
SKU_0341,STORE_07,1
SKU_0341,STORE_13,1
SKU_0342,STORE_02,1
SKU_0342,STORE_07,2
SKU_0342,STORE_13,2
SKU_0343,STORE_02,1
SKU_0343,STORE_07,1
SKU_0343,STORE_13,1
SKU_0344,STORE_02,2
SKU_0344,STORE_07,2
SKU_0344,STORE_13,2
SKU_0345,STORE_02,1
SKU_0345,STORE_07,2
SKU_0345,STORE_13,1
SKU_0346,STORE_02,1
SKU_0346,STORE_07,1
SKU_0346,STORE_13,2
SKU_0347,STORE_01,2
SKU_0347,STORE_02,2
SKU_0347,STORE_03,2
SKU_0347,STORE_04,2
SKU_0347,STORE_05,2
SKU_0347,STORE_06,1
SKU_0347,STORE_07,2
SKU_0347,STORE_15,1
SKU_0347,STORE_08,2
SKU_0347,STORE_09,2
SKU_0347,STORE_16,2
SKU_0347,STORE_10,2
SKU_0347,STORE_11,1
SKU_0347,STORE_12,1
SKU_0347,STORE_13,1
SKU_0347,STORE_17,1
SKU_0347,STORE_14,1
SKU_0348,STORE_01,2
SKU_0348,STORE_02,1
SKU_0348,STORE_03,2
